sentence,trigger,event_type,tag
新华社天津１２月３１日电（记者满学杰）在２０世纪的最后一天，百岁老人郑保举来到了他魂牵梦绕的故乡－－大沽口,来到,32,193
巴勒斯坦民族权力机构主席阿拉法特在讲话中强烈抨击以色列对巴勒斯坦人民的镇压行为，高度赞扬伊斯兰国家对巴人民的支持,镇压,0,785
中国对印度洋海啸灾民是捐得太少吗，还是太多了,捐,4,2114
自从道姆吸毒事件被媒体披露以来，德国科隆和科布伦茨检察院已经对道姆在科隆和勒沃库森的办公室和住所进行了４次搜查，已有３名贩毒分子被逮捕,逮捕,14,208
近年来，邪教组织“法之华三法行”以看脚相为名，诈骗了大量钱财，许多教徒觉悟后纷纷揭发其欺骗行径，并上诉法庭,上诉,8,1006
而有机械故障的兴万昌渔船也在今天回到了基隆镇的渔港准备修复,回到,32,379
目前日本全国有1200多名受害者提出诉讼，要求赔偿的总金额超过65亿日元,赔偿,4,1425
当局现正检讨事件，暂时没有警员被停职,停职,31,2200
结束了，如很多人所料，也如很多人所担忧的，布什连任了,连任,17,484
另外福冈地方法院、邱田地方法院也正在审理要求“法之华三法行”教团进行财产赔偿的诉讼案件,诉讼,8,1424
他们从高雄市九如交流道搭上计程车，并要求司机一路往北追这辆尊隆巴士，还说是为了找遣留在车上的皮包，计程车司机被搞得一头雾水,追,32,1548
据了解，代表团将在乌鲁木齐停留３天，９日上午在新疆师范大学与新疆６所高校师生交流，下午在新疆人民会堂举行报告会和体育表演,交流,21,743
正当他们在镇江码头带领偷渡者偷登此轮时，被镇江边防检查站官兵抓获,抓获,27,1107
然而，他们只有一条路可走，那就是将世界贸易组织提出诉讼，他们现在看来这一行动是奏效的,诉讼,8,1878
赵明录是在美朝关系逐步改善、朝鲜半岛局势不断缓和的情况下对美国进行访问的,访问,32,929
”警方也动用了100名的警力维持秩序，现场没有发生冲突,冲突,0,1648
这个时候被害的刘姓少年挺身而出脱了上衣就打算干架，没想到杨姓少年居然拿出这把水果刀当场朝被害人的胸口刺下去,干架,0,341
警方表示，他们在又一城一间时装连锁店，拘捕疑犯，当时他们利用锡纸包裹纸袋的内部，偷取价值4000多元的的衣物，图避过防盗系统,拘捕,27,2132
“今天爸过世了，我是希望他要坚强，如果他要倒的话那就是辜负我爸的心意,过世,1,1886
德国总理施罗德１０月２８日至１１月１日访问了埃及、黎巴嫩、约旦、叙利亚、以色列和巴勒斯坦自治区,访问,32,90
施罗德此次访问虽然行色匆匆，但由于是巴以爆发严重冲突一个多月以来欧盟国家领导人首次访问中东地区，因此格外引人注目,访问,32,91
接着是舜天球队大迟辞职，两家互说对当搞假新闻，还喊了一些球迷做证人，有文字，有图片，还有证人证言,辞职,31,2187
继本月１７日阿拉法特首次公开命令巴勒斯坦人停止袭击以色列目标后，巴民族权力机构１８日又再次主动提出调查当天发生的枪击以军士兵的事件，并呼吁以军不要实施报复，以免事态进一步恶化,袭击,0,707
伊朗国营日报网站周一引述资深官员的话称，伊国可能允许联合国核查员返回一军事基地检查,返回,32,480
当地传媒和舆论普遍认为，赖斯接替鲍威尔出任国务卿，将面临诸多外交难题，特别是伊拉克、中东和平进程、改善美国因发动伊拉克战争而在伊斯兰国家的不良形象，以及弥合与盟国的裂痕等问题，不仅是她必须认真面对的巨大挑战，而且更是她无法回避的棘手难题,出任,3,458
简义龙先是用卫生纸塞住被害人的嘴巴，再用红巾绳反绑双手，原本还更恶劣的想要用这包强奸药片的按住逼对方吃下，后来被害人苦苦哀求他才作罢，强奸完毕又抢了4000多块，警察晚上立刻把他们逮捕,逮捕,27,1864
香港的中国民权民运信息中心今天透露：北京中级人民法院今天以“为境外组织非法刺探情报”罪名，审判持美国绿卡的法轮功学员彭春燕，但是并没有公布审判的结果,审判,29,1288
而医师指出，这名死者是因为发生了血栓，而血栓流入了心脏，造成了猝死，也就是所谓的“经济舱症候群”,猝死,1,1201
巴警方目前尚未抓获任何嫌疑犯，也没有任何个人或组织宣布对爆炸事件负责,爆 炸,0,236
新华社墨西哥城１０月６日电（记者胡加齐）墨西哥航空公司一架客机６日在墨西哥北部边境城市雷诺萨机场降落时滑出跑道，至少造成５人死亡，６人受伤,滑出,32,1026
金边市军方和警方对恐怖分子进行反击，追击和搜捕行动迅速扩展到金边市的大街小巷,反击,0,545
新华社墨西哥城１２月３０日电（记者胡加齐）墨西哥恰帕斯州政府３０日释放了首批１６名萨帕塔民族解放军武装组织成员，墨政府在和平解决恰帕斯州武装冲突问题上又迈出了一步,冲突,0,710
在德国的戴姆勒奔驰汽车公司收购美国的克莱斯勒公司之前，他持有克莱斯勒公司13.75％的股权,收购,16,141
同年夏天，福永等人在研修班上又对她说，要想得到幸福必须捐款,捐款,4,1003
晚间深夜现年26岁的陈姓男子就在土城市学府路的这栋公寓4楼抱着两桶瓦斯准备引爆，现在还有一名女子和两名小孩，而消防人员赶到后先用云梯车救下另外3个人，经过一个小时的安抚终于把这名男子救下楼,引爆,0,1286
目前日本全国有１２００多名受害者提出诉讼，要求赔偿的总金额超过６５亿日元,诉讼,8,853
据悉，克林顿同时也向以色列总理巴拉克发出了类似的邀请，巴拉克可能于12月访美,访,21,1751
走进便利商店内都会有一整排专门贩卖药酒的柜位,走进,32,1434
"两天前，国有证券行浙江东方也公开承认，已经离职一年多的前董事长刘宁生及副董事长吴建华都因为涉嫌侵占国有资产而遭到""双规""",离职,31,2130
电话里那头开心地笑着：那你快点回来呀,电话,15,2255
在听证和传讯过程中，一位加拿大移民局官员拒绝了赖昌星要求释放的请求,释放,14,281
姚期智今年获中文大学邀请任博文讲座教授，是继物理学家杨振宁、数学家丘成桐及经济学家JamesA.Mirrlees后，中大第四名国际级教授出任博文讲座教授,任,3,2188
宋广义还借企业搬迁改造之机，编造谎言，诈骗人民币１１０万元，车库４间（价值人民币４０万元），诈骗款物总计１５０万元,诈骗,4,807
就在几天前船长紧急打电报求救，表示轮机长蔡明志已经在10天前被大陆渔工打死，自己也被殴打，连人带船胁持到大陆,打,0,1205
台北反应：台北的马英九办公室表示，2004年12月23日送出马英九赴港签证的申请，廿四日送抵港府，至今未收到港府的回覆是否批出签证,赴,32,2179
他上星期六在华盛顿会见200个公用事业雇员国际工会的代表，戈尔对布什计划从巴尔干半岛撤回美国维持和平部队的言论加以抨击,会见,21,1151
新华社河内１２月２５日电（记者张加祥　侯鹤祥）越南国家主席陈德良今天上午乘专机前往中国进行正式友好访问时在河内机场对本社记者说，他应江泽民主席邀请进行的这次访问将是越中友好合作关系发展进程中又一个重要里程碑,访问,32,915
今年７月２４日，原英国石油、阿莫科、阿科和嘉实多组成了新的ＢＰ公司，其市值超过２０００亿美元,组成,6,887
１９１８年，大沽船坞成为北洋军阀曹锟的枪炮厂，改名为“大沽造船所”,成为,2,198
一碗馄饨那时才一块钱，给得多，汤也浓，再点些鸭杂，每次都能吃得又饱又好，让我留连忘返，经常去那吃午饭，周末也经常带着那时的女友一起去开荤,去,32,2011
１２月１日到３日，来自中国科学院、中国工程院、有关高等院校和科研院所、水利部有关单位和长江、黄河、松辽、海河、淮河、珠江、太湖七个流域机构的院士、专家和代表汇集北京，就水利部组织有关单位编制完成的全国七大流域（片）水功能区划初步报告进行了研讨,研讨,21,19
新华社南京１２月１７日电（记者　赵明亮）我国家电行业大型企业之一江苏苏宁电器集团昨天在南京宣布：未来三年内在全国建立１５００家综合电器连锁店，比现在的数量增加１０倍，形成行业内的“航空母舰”，以应对入世后跨国商业资本的进入,建立,6,217
瓦西列夫提出这一建议的背景是，１０月１５日，当保最强的两支足球队－－“列夫斯基”队和“军队俱乐部”队在索非亚相遇时，为数众多的足球流氓在看台上挥舞希特勒法西斯的万字旗，砸坏塑料坐椅，并向赛场内投掷坐椅碎块甚至烟幕弹,投掷,0,172
仔细看看收银机旁，他离开时把水果刀给留下,离开,32,1498
吕秀莲也通过电话再次强调：所谓打电话给媒体高层绝对是冒名顶替的,电话,15,403
本月初，萨帕塔武装组织提出一系列与政府恢复和平谈判的条件，其中包括通过并履行有关保护土著人权利和文化的条约和法律，释放被关押的萨帕塔组织成员，以及政府从恰帕斯州撤军等,释 放,14,715
在下个星期，北韩政府高级官员访问华盛顿的前期，美国和北韩就国际恐怖主义进行了会谈，美国国务院的发言人鲍策在星期五说：“双方都同意恐怖主义威胁全球安全和世界和平，无论其以什么形式存在，都应该被制止,访问,32,1237
“在那阿扁与阿珍的家一起来分享我们即将搬入新家的喜悦跟荣幸,搬入,32,1506
现场已成立救援中心，约有35辆救护车把一百余名伤者分送往附近各医院救治，当中数十人伤势严重,伤,24,2079
业内人士在联想和IBM达成收购交易的时候表示，合并虽然会使联想公司规模大大扩大，一举使联想在国际舞台上占有一席之地，成为世界级公司，但公司也将面临许多管理上的挑战，利润也可能被稀释,收购,2,1942
虽然部份民主党议员以伊拉克战争中所犯的错误为由反对，但美国参议院1月26日仍以85票对13票表决通过莱斯担任国务卿的人事案,担任,3,459
结果这名妇女共交出４５８万日元的研修费,交出,4,1004
欢迎海内外的投资者到北方微电子产业基地来，我们将提供优良的环境和服务,到,32,1036
过去七八个月来，他去了广西不下四五次，同行的还有一些新加坡物流、房地产、基础设施、环保企业,去,32,2053
